latitude,longitude,time,day_of_week,weather,social_media_alerts,event_density,previous_crimes_nearby,crime_risk_score,crime_type
25.54709158757928,-98.10069892190171,19,Thursday,Clear,1,1,13,0.2,0
20.853961270955836,-91.33702148678584,3,Friday,Clear,6,2,11,0.4,0
43.14950036607718,-82.7193047411878,18,Sunday,Clear,0,1,19,0.2,0
24.270133067743572,-81.34840506471414,14,Saturday,Clear,1,1,5,0.0,0
21.23738038749523,-74.00529095905176,14,Monday,Foggy,0,2,17,0.2,0
31.70784332632994,-98.65786055521886,8,Thursday,Stormy,9,3,1,0.5,0
15.636968998990506,-105.32945449903025,2,Tuesday,Stormy,6,4,8,0.5,0
42.08787923016159,-88.0167866605079,1,Saturday,Foggy,1,1,0,0.0,0
12.982025747190832,-99.21360503602348,6,Sunday,Rainy,9,1,0,0.2,0
49.47547746402069,-90.2700773025511,8,Wednesday,Rainy,2,4,10,0.5,0
40.889790771866295,-99.00071007720248,21,Tuesday,Stormy,6,1,3,0.6000000000000001,1
17.948627261366894,-112.35021066609127,4,Tuesday,Foggy,0,2,19,0.2,0
10.220884684944096,-96.52866241705208,16,Saturday,Stormy,3,4,4,0.3,0
42.618457138193364,-85.45410890294836,2,Wednesday,Rainy,6,0,18,0.4,0
38.274293753904686,-80.03580961661751,8,Sunday,Stormy,1,0,10,0.2,0
39.160286721639494,-95.33368616017266,7,Monday,Stormy,3,3,0,0.3,0
40.85081386743783,-111.73810548947995,8,Wednesday,Stormy,8,1,17,0.4,0
12.961786069363615,-99.26561451752842,23,Thursday,Rainy,6,2,11,0.8,1
24.338629141770905,-80.68530355791509,16,Tuesday,Rainy,2,4,8,0.3,0
14.634762381005189,-99.35703646914635,23,Saturday,Foggy,2,1,4,0.4,0
44.52413703502374,-85.17346031978889,7,Wednesday,Clear,3,2,13,0.2,0
34.93192507310232,-94.63931591609551,20,Friday,Rainy,3,2,17,0.6000000000000001,1
23.235920994105967,-107.93884374453016,13,Wednesday,Clear,7,0,5,0.2,0
12.542334011440946,-80.19247459884627,21,Wednesday,Stormy,5,0,1,0.6000000000000001,1
22.439292868626488,-115.78932729646564,15,Thursday,Clear,5,2,14,0.4,0
23.007332881069882,-93.75548586224247,17,Saturday,Foggy,7,1,13,0.4,0
39.18424713352256,-109.55544828782975,16,Tuesday,Stormy,7,4,10,0.7,1
35.502298854208526,-116.64671857293122,23,Thursday,Foggy,7,3,10,1.0999999999999999,1
45.48850970305306,-94.85330314583756,6,Thursday,Clear,0,1,10,0.2,0
28.888597006477973,-95.02189220325383,19,Friday,Stormy,7,2,7,0.2,0
14.783769837532068,-84.65495491621397,14,Thursday,Rainy,4,4,13,0.5,0
38.5297914889198,-82.76246534740476,6,Saturday,Clear,2,3,19,0.5,0
40.4314019446759,-83.61042556535516,1,Thursday,Clear,6,2,1,0.2,0
32.45108790277985,-99.52206335416224,1,Friday,Stormy,1,4,0,0.3,0
40.83868719818244,-88.41551063867188,6,Sunday,Stormy,9,4,12,0.7,1
29.75182385457563,-91.15273786780199,18,Monday,Foggy,9,3,8,0.5,0
30.909313175279763,-98.92191219415402,5,Thursday,Rainy,5,2,10,0.4,0
27.101640734341984,-90.13936529070034,11,Wednesday,Clear,3,0,7,0.0,0
11.016765069763807,-72.63760616468687,14,Thursday,Rainy,0,1,14,0.2,0
14.315657079732178,-110.35531281593113,12,Sunday,Rainy,5,3,17,0.7,1
11.25716742746937,-74.71139521072368,6,Tuesday,Rainy,2,1,14,0.2,0
35.45641645055122,-117.32722430084009,6,Wednesday,Stormy,3,3,10,0.5,0
22.574239243053068,-104.58053935491697,14,Wednesday,Rainy,3,0,19,0.2,0
30.342827646588113,-105.59273756942359,3,Monday,Foggy,7,1,15,0.4,0
46.30265895704372,-88.68174460595472,2,Tuesday,Rainy,6,4,18,0.7,1
19.971689165955,-113.43875241113548,0,Tuesday,Stormy,8,4,13,0.7,1
26.415316921425188,-75.88261940801232,6,Tuesday,Stormy,6,1,8,0.2,0
40.22204554172195,-78.57242957674794,8,Thursday,Rainy,8,2,17,0.4,0
19.1519266196649,-87.39670901573612,0,Sunday,Foggy,0,4,11,0.5,0
13.079196393151719,-97.07930841039011,4,Thursday,Clear,3,3,14,0.5,0
21.590058116550722,-73.35219789289607,14,Wednesday,Clear,0,2,9,0.0,0
16.448851490160177,-78.4626722639722,3,Monday,Foggy,5,3,18,0.7,1
47.18790609370292,-95.03424259593776,9,Thursday,Stormy,1,0,9,0.0,0
42.32481518257668,-84.90633227728443,1,Saturday,Rainy,9,4,17,0.7,1
35.33615026041694,-91.65350239101576,22,Saturday,Clear,8,0,14,0.8,1
44.85842360750871,-90.60288808058678,6,Thursday,Clear,3,2,14,0.2,0
42.14688307596458,-103.45119652812645,23,Sunday,Rainy,3,3,17,0.8999999999999999,1
17.462802355441433,-96.89576976875516,18,Monday,Clear,5,4,1,0.5,0
45.70235993959911,-116.09392846051279,5,Sunday,Clear,4,1,9,0.0,0
31.573689676626028,-102.13256541677038,14,Tuesday,Stormy,5,0,6,0.2,0
42.2976062065625,-85.2085742318924,19,Wednesday,Clear,8,4,12,0.7,1
45.84365199693973,-72.33919847469068,11,Thursday,Clear,5,1,9,0.2,0
22.720138998874553,-71.84679436184899,10,Monday,Stormy,5,2,19,0.4,0
14.40207698110707,-92.21385654375541,2,Monday,Clear,3,1,12,0.2,0
19.117406501677667,-89.66888740952089,19,Sunday,Stormy,6,2,19,0.4,0
27.08431154505025,-110.71394072495163,16,Tuesday,Rainy,3,0,4,0.0,0
42.72059063689972,-85.23459459532347,6,Sunday,Clear,4,1,10,0.2,0
44.429223330253734,-116.46706036628069,22,Sunday,Clear,3,3,7,0.7,1
10.278085221247629,-105.76571571002778,22,Friday,Foggy,8,3,5,0.8999999999999999,1
30.42989210310263,-86.58183263572789,17,Sunday,Foggy,5,3,2,0.5,0
26.69644012595116,-104.48449342282554,16,Friday,Foggy,9,2,9,0.2,0
18.88431241882921,-117.50765629427728,15,Friday,Stormy,5,1,7,0.2,0
14.794614693347313,-78.40647953245181,1,Sunday,Clear,4,4,19,0.5,0
23.504606856145116,-104.48349964327184,4,Friday,Clear,8,1,17,0.4,0
47.71638815650077,-116.84473875706608,20,Thursday,Foggy,4,1,1,0.4,0
22.928117280830207,-116.26059177485674,12,Sunday,Stormy,7,0,17,0.4,0
30.751624869734645,-107.41206006056231,10,Saturday,Foggy,5,4,1,0.5,0
38.12075835580711,-111.09920263892369,23,Saturday,Clear,5,3,12,1.0999999999999999,1
24.54518409517176,-81.28499411099246,0,Monday,Stormy,2,2,13,0.2,0
48.87128330883843,-103.91579766664827,22,Saturday,Foggy,8,4,12,1.0999999999999999,1
48.497891797684446,-79.76521074800837,2,Saturday,Clear,9,3,14,0.7,1
20.071291833014566,-111.30770010884235,17,Wednesday,Foggy,2,2,11,0.2,0
29.88994023569542,-95.35604102279581,20,Sunday,Rainy,8,4,11,1.0999999999999999,1
22.035132392670786,-85.59814332234356,3,Saturday,Stormy,1,2,11,0.2,0
21.393619775098706,-87.40045730670727,8,Saturday,Rainy,7,2,11,0.4,0
11.475477894181312,-89.94352950348656,10,Sunday,Rainy,6,3,17,0.7,1
34.382573359195874,-73.75891990344151,16,Sunday,Stormy,2,0,14,0.2,0
30.10716092915446,-108.57374261466278,10,Saturday,Rainy,6,3,5,0.5,0
12.059150049999573,-95.31403977689473,2,Thursday,Foggy,7,4,7,0.5,0
21.14585856946446,-75.80037249637957,18,Friday,Clear,3,3,12,0.5,0
46.33063543866615,-116.10531172024214,19,Wednesday,Stormy,8,3,2,0.5,0
19.582475626678896,-117.20558658734623,22,Wednesday,Foggy,7,3,18,1.0999999999999999,1
15.795794883648924,-108.33488562208544,20,Saturday,Clear,9,4,18,1.0999999999999999,1
29.57811041110252,-88.34893902309908,10,Saturday,Rainy,1,4,13,0.5,0
49.42601816442403,-107.00601867750966,13,Friday,Stormy,5,2,8,0.2,0
19.682210860460017,-110.48800580956005,5,Wednesday,Rainy,0,2,1,0.0,0
36.885421896235144,-97.0598842320854,18,Thursday,Clear,0,4,9,0.3,0
40.4647846131487,-89.32009656152943,20,Tuesday,Stormy,9,2,18,0.8,1
19.50550175969599,-107.57211464916298,14,Thursday,Foggy,0,3,13,0.5,0
39.12865394447438,-104.9654406638129,10,Thursday,Rainy,6,1,7,0.2,0
24.711325308770128,-89.3220347594243,17,Tuesday,Foggy,6,1,18,0.4,0
35.29223322374318,-72.71307890052736,3,Friday,Foggy,0,2,11,0.2,0
35.34118843043579,-86.26291362809559,18,Friday,Foggy,4,2,3,0.0,0
31.43098736299034,-80.854792820772,2,Sunday,Stormy,4,0,19,0.2,0
13.611590802176332,-101.65949526222656,11,Tuesday,Rainy,5,3,5,0.5,0
43.41209982356952,-106.3872820307767,3,Saturday,Foggy,3,3,13,0.5,0
22.83120259886943,-97.28661283986887,23,Sunday,Clear,1,0,6,0.4,0
17.46074041599417,-79.64335856441632,11,Thursday,Stormy,3,0,1,0.0,0
11.631005662190557,-97.18501791047221,23,Monday,Foggy,4,1,6,0.4,0
33.63571772752967,-77.66372956050695,0,Wednesday,Foggy,2,3,3,0.3,0
37.1025744736913,-70.56140096524365,15,Wednesday,Rainy,1,3,18,0.5,0
10.663513157114245,-116.39866671348318,20,Wednesday,Foggy,5,4,10,1.0999999999999999,1
30.48372233197124,-117.72949219581481,1,Monday,Foggy,9,3,11,0.7,1
19.059831007917516,-112.5205148543319,21,Thursday,Foggy,3,1,16,0.6000000000000001,1
35.806911616377995,-100.78151621328269,2,Friday,Rainy,6,1,10,0.4,0
16.97465716019966,-113.44788954272838,15,Saturday,Foggy,5,0,8,0.2,0
37.63750952409864,-76.4667761190622,9,Tuesday,Clear,7,1,17,0.4,0
25.469413852021496,-118.84268744864681,8,Wednesday,Stormy,4,1,19,0.2,0
47.46919954946938,-104.21036418320887,13,Saturday,Foggy,5,4,17,0.7,1
15.50083776583973,-110.76526852528973,7,Monday,Rainy,8,1,7,0.2,0
23.642654042010342,-73.42303349212338,1,Saturday,Clear,4,2,10,0.2,0
14.538940849623563,-86.5259497554986,10,Tuesday,Stormy,8,2,18,0.4,0
46.98774473114251,-74.39848717743128,1,Thursday,Rainy,2,0,8,0.0,0
45.09357413523924,-71.38356448448033,14,Monday,Rainy,8,3,16,0.7,1
20.317665108606224,-95.14508781613154,17,Saturday,Stormy,1,3,16,0.5,0
36.39936184136716,-108.2840445975987,4,Monday,Stormy,7,4,16,0.7,1
42.688888008048636,-110.31356069017053,6,Tuesday,Rainy,0,1,16,0.2,0
32.2080324639785,-108.85405691570797,22,Tuesday,Clear,8,1,11,0.8,1
31.18602313424026,-84.57033461889986,18,Wednesday,Clear,6,1,1,0.2,0
19.67409163601807,-117.97771359384997,18,Thursday,Clear,9,1,2,0.2,0
13.72411071223597,-117.43194634836425,15,Tuesday,Stormy,0,1,10,0.2,0
45.88863031813307,-89.5928528808425,18,Wednesday,Foggy,0,2,19,0.2,0
46.016722286533216,-87.89714266312967,16,Saturday,Rainy,7,4,3,0.5,0
35.32405829093072,-86.736853783877,12,Wednesday,Clear,8,0,2,0.2,0
23.561191641948028,-101.40597477057044,7,Tuesday,Foggy,1,0,7,0.0,0
23.968382984506434,-79.70275556429235,10,Monday,Stormy,2,2,19,0.2,0
39.038227154809576,-93.31877061366912,17,Saturday,Rainy,1,1,3,0.0,0
45.884410398103086,-114.72671849952903,10,Monday,Foggy,0,1,3,0.0,0
45.48345697060469,-80.14503464663274,22,Monday,Rainy,1,3,10,0.8999999999999999,1
41.19502183430495,-72.34661068647708,8,Wednesday,Stormy,7,0,18,0.4,0
35.68126584617151,-116.99818434988207,13,Monday,Stormy,1,3,19,0.5,0
13.365598599801952,-100.43243306497101,1,Thursday,Clear,8,0,4,0.2,0
16.465148563784552,-95.62419775826262,16,Monday,Rainy,0,3,17,0.5,0
45.94216754108317,-112.67646199608416,20,Sunday,Rainy,5,1,17,0.8,1
34.2571623863836,-76.61455261085615,15,Saturday,Foggy,5,1,9,0.2,0
10.367882064665185,-105.7925177554978,4,Saturday,Rainy,5,1,19,0.4,0
14.058861714641285,-80.84957300309199,0,Monday,Rainy,6,4,3,0.5,0
36.54007076432223,-86.45027589858421,8,Wednesday,Foggy,0,3,9,0.3,0
10.202463353848747,-90.09770887664882,2,Saturday,Clear,8,4,14,0.7,1
16.432322056699945,-110.39285756517228,13,Sunday,Rainy,4,4,6,0.3,0
31.949351574663446,-108.96482397245471,17,Sunday,Foggy,7,3,1,0.5,0
37.67580790770773,-117.63257976267154,11,Friday,Stormy,1,1,11,0.2,0
36.07845038010402,-107.96437851088669,22,Thursday,Clear,4,2,15,0.6000000000000001,1
18.970772378422392,-102.72781952697429,13,Wednesday,Foggy,6,0,14,0.4,0
38.48716885390144,-78.34273480687872,15,Thursday,Rainy,2,3,11,0.5,0
19.489963499872005,-101.68036666425974,4,Thursday,Clear,6,1,9,0.2,0
23.01598792637071,-82.26891086171968,19,Monday,Clear,6,4,17,0.7,1
39.85965620472096,-98.02788593522563,19,Thursday,Clear,9,1,5,0.2,0
35.98531596188859,-80.75658440030557,14,Sunday,Stormy,1,3,13,0.5,0
43.96893641976712,-71.18641997814801,8,Monday,Foggy,7,3,4,0.5,0
36.30451569201374,-108.007922097121,16,Thursday,Clear,8,0,11,0.4,0
32.73234413341886,-76.88291940180619,11,Saturday,Rainy,5,0,14,0.4,0
13.746990713123699,-88.90879568471127,12,Sunday,Rainy,5,3,8,0.5,0
24.70863212237734,-79.13528692056727,9,Friday,Rainy,7,0,12,0.4,0
20.608094707269018,-87.42070488660974,6,Thursday,Clear,4,4,1,0.3,0
19.75958573516334,-98.80252463629249,23,Tuesday,Rainy,0,1,16,0.6000000000000001,1
48.920422190097824,-108.59625302791048,20,Monday,Clear,9,2,5,0.6000000000000001,1
25.723908986670416,-116.49823873344175,6,Friday,Foggy,8,1,18,0.4,0
45.681862207084535,-93.22408177696416,7,Monday,Clear,2,1,8,0.0,0
35.245545039890516,-70.48369527365672,23,Friday,Clear,6,3,5,0.8999999999999999,1
41.79245214166593,-83.0979097492897,14,Monday,Foggy,5,2,10,0.4,0
30.105483724207684,-103.63272293004917,20,Sunday,Rainy,3,0,12,0.6000000000000001,1
33.07615538505436,-78.63975999566324,17,Tuesday,Clear,6,0,16,0.4,0
29.700707752754557,-81.55079999117967,21,Saturday,Foggy,8,1,5,0.6000000000000001,1
17.80971951192178,-105.91821033232716,0,Tuesday,Stormy,3,3,15,0.5,0
38.89808461046022,-119.28462551028827,9,Sunday,Foggy,5,2,11,0.4,0
21.23089449763423,-114.09186807330252,21,Friday,Stormy,2,3,16,0.8999999999999999,1
10.972638657258154,-76.13469048439711,18,Wednesday,Foggy,2,2,1,0.0,0
35.81889183628671,-78.17184823475641,2,Monday,Clear,6,2,14,0.4,0
17.084427176281956,-105.23954995608187,6,Wednesday,Rainy,8,0,2,0.2,0
47.61834337411657,-105.74022868577899,3,Thursday,Clear,4,1,18,0.2,0
48.157143080103495,-80.35675064487644,4,Tuesday,Clear,2,0,1,0.0,0
46.59457560881794,-73.1131265052289,5,Sunday,Stormy,5,3,11,0.7,1
24.806348010217775,-81.04313716012001,9,Monday,Rainy,7,0,19,0.4,0
10.618264661154697,-89.72106614846193,11,Tuesday,Rainy,3,1,12,0.2,0
47.132742503509014,-107.86643248340977,13,Thursday,Clear,6,4,0,0.5,0
27.127365932692573,-93.71260429523697,21,Saturday,Foggy,6,0,16,0.8,1
48.666192761746785,-108.32440707033678,1,Friday,Foggy,4,3,7,0.3,0
48.54479908357011,-79.59942899516132,2,Monday,Rainy,9,1,8,0.2,0
44.120378218694405,-100.65194602411313,0,Sunday,Clear,1,3,1,0.3,0
21.77795568278343,-78.31513915029869,2,Monday,Clear,3,2,11,0.2,0
25.403909144077012,-100.91953910086374,23,Monday,Stormy,4,1,17,0.6000000000000001,1
44.045466860674274,-78.79252974000543,14,Friday,Rainy,2,2,17,0.2,0
22.676880206251106,-103.3341092417379,15,Tuesday,Foggy,3,1,18,0.2,0
16.7797098674437,-97.99336476911651,19,Friday,Foggy,4,4,4,0.3,0
32.27205049833401,-89.22557903286713,1,Saturday,Rainy,0,4,13,0.5,0
47.44619096643124,-116.48561929850406,19,Tuesday,Stormy,2,1,19,0.2,0
37.84119186699892,-72.58964690922679,15,Saturday,Foggy,8,2,15,0.4,0
32.8024468035746,-91.31971069380984,14,Monday,Rainy,8,2,5,0.2,0
13.88705975083074,-94.60899926545989,6,Friday,Clear,8,3,10,0.7,1
34.60028906796679,-78.0303014440044,4,Saturday,Rainy,8,1,2,0.2,0
49.60215400417053,-76.71186350515862,4,Sunday,Rainy,8,2,4,0.2,0
15.60336060946096,-93.8869797735492,20,Sunday,Rainy,3,1,16,0.6000000000000001,1
30.73318609454947,-73.63688371031813,8,Sunday,Clear,6,4,17,0.7,1
45.094922877118215,-116.76311169617597,22,Thursday,Rainy,0,2,9,0.4,0
39.63074471016817,-114.33871038743912,13,Friday,Clear,4,2,15,0.2,0
37.88062963981072,-90.16058849927799,18,Tuesday,Foggy,1,4,12,0.5,0
38.09936335948437,-102.29670691032081,17,Monday,Stormy,9,3,13,0.7,1
24.379646048790207,-96.78874169054006,8,Tuesday,Clear,3,1,8,0.0,0
21.743673770579733,-103.59603910514167,2,Wednesday,Stormy,8,1,4,0.2,0
42.374446219140545,-99.76373442775322,10,Monday,Stormy,4,1,2,0.0,0
42.404535787167234,-78.86768264268503,23,Thursday,Foggy,1,1,14,0.6000000000000001,1
44.68289274320415,-90.32619000728477,14,Thursday,Clear,0,0,8,0.0,0
46.529622102258855,-70.1327725358251,3,Wednesday,Foggy,1,4,8,0.3,0
30.453695954437514,-80.65604010895186,20,Tuesday,Clear,9,3,7,0.8999999999999999,1
30.060651787487984,-106.31668729490866,23,Sunday,Stormy,0,4,2,0.7,1
41.931807158671006,-106.78274411366519,4,Thursday,Stormy,2,1,5,0.0,0
35.99855723111061,-103.20508649414964,17,Tuesday,Rainy,7,0,12,0.4,0
38.07867509030814,-77.83702596761287,21,Monday,Clear,6,0,8,0.6000000000000001,1
41.83170677744404,-118.63561746747172,22,Friday,Stormy,0,4,15,0.8999999999999999,1
45.60021367270265,-108.4909360564371,11,Sunday,Clear,9,2,12,0.4,0
23.51980627406143,-74.75407898278665,0,Monday,Foggy,2,3,17,0.5,0
25.02331810559776,-88.0051781958374,21,Tuesday,Foggy,6,0,8,0.6000000000000001,1
13.75927759363476,-108.65764522494717,19,Saturday,Clear,4,1,7,0.0,0
33.13120563984696,-109.04275158837098,1,Wednesday,Stormy,5,2,18,0.4,0
11.437690951869683,-76.86909491202847,8,Saturday,Foggy,4,3,17,0.5,0
28.623920725298404,-75.31212458614768,21,Monday,Stormy,7,1,15,0.8,1
31.705785388303063,-107.19344545189423,17,Sunday,Clear,0,4,10,0.5,0
21.461650085131375,-98.97448209617339,4,Thursday,Rainy,6,0,10,0.4,0
33.63333042276043,-78.27021306858414,21,Sunday,Stormy,8,4,18,1.0999999999999999,1
11.220009997561977,-81.44962806950574,13,Monday,Foggy,8,2,6,0.2,0
11.493927549968577,-79.30419467169577,10,Monday,Clear,2,0,6,0.0,0
42.904022426386334,-94.08009046060155,20,Monday,Rainy,3,1,7,0.4,0
24.407625656450517,-74.42254758474135,21,Wednesday,Foggy,3,2,7,0.4,0
15.08242050607539,-103.70242280227824,2,Sunday,Clear,7,3,4,0.5,0
30.889730402192175,-112.1663932826241,8,Tuesday,Clear,6,1,14,0.4,0
40.799742123944434,-84.56338337175677,1,Wednesday,Stormy,7,3,14,0.7,1
18.632841099873726,-93.03227919965518,13,Thursday,Rainy,4,0,7,0.0,0
34.915619032760006,-77.27071155952595,1,Sunday,Clear,2,3,8,0.3,0
13.41389859975072,-115.94203754376426,20,Tuesday,Rainy,8,0,4,0.6000000000000001,1
12.067268846744309,-77.81537982809667,9,Thursday,Rainy,8,3,19,0.7,1
31.25418526272592,-105.3352673395589,18,Sunday,Stormy,9,4,19,0.7,1
31.62540486440426,-87.25721664159084,1,Tuesday,Clear,9,4,13,0.7,1
35.497196059928264,-117.99356054608721,15,Tuesday,Clear,1,2,0,0.0,0
39.04365334890646,-89.52093518481996,5,Saturday,Stormy,7,3,13,0.7,1
49.03408317850138,-84.13641554063321,11,Monday,Stormy,2,0,12,0.2,0
30.65201393204781,-101.56248927471898,21,Monday,Clear,8,1,17,0.8,1
22.918258917649837,-109.229464736893,6,Wednesday,Stormy,1,0,14,0.2,0
41.80744779074814,-93.11846616982275,3,Tuesday,Clear,8,4,10,0.7,1
20.83329005048297,-78.34045977821768,7,Thursday,Foggy,1,1,11,0.2,0
27.558856828225444,-103.82263208516746,18,Monday,Rainy,6,3,5,0.5,0
13.138255253690637,-107.37653512393602,9,Saturday,Rainy,6,4,16,0.7,1
11.014029736618301,-106.05323456811561,0,Thursday,Stormy,7,3,6,0.5,0
48.505936587117006,-72.54339235416677,4,Saturday,Foggy,3,4,1,0.3,0
43.439204820488236,-102.03615421177201,5,Monday,Rainy,3,3,19,0.5,0
37.83896824374792,-119.81978800558564,18,Tuesday,Clear,7,4,12,0.7,1
26.358117776570793,-80.91593960201902,17,Thursday,Rainy,5,2,11,0.4,0
16.93177280283383,-85.0362602332305,18,Wednesday,Rainy,5,0,16,0.4,0
16.257481706843443,-113.57158676985155,18,Sunday,Rainy,9,0,0,0.2,0
20.009715926583812,-70.75478754325437,22,Wednesday,Clear,4,3,7,0.7,1
31.969066588244818,-89.59688573474443,0,Wednesday,Stormy,9,3,12,0.7,1
38.583836908002496,-94.96102545296992,19,Monday,Clear,2,1,0,0.0,0
36.40789506870925,-100.88903661885544,10,Monday,Stormy,1,1,4,0.0,0
21.197355877837715,-75.06636222181811,2,Wednesday,Rainy,7,0,13,0.4,0
48.19461122652776,-107.80182592907184,9,Thursday,Rainy,0,0,19,0.2,0
39.51587666783074,-105.71155498900491,6,Monday,Foggy,0,2,10,0.2,0
32.17416210045603,-113.87945966567166,16,Wednesday,Rainy,4,3,2,0.3,0
34.46882984937409,-82.044045220787,23,Monday,Clear,4,3,14,0.8999999999999999,1
26.784002497111597,-90.22253597970733,15,Friday,Rainy,1,0,6,0.0,0
19.909239580046297,-89.54669153727508,6,Thursday,Foggy,9,3,15,0.7,1
24.238907146050465,-109.07647844902682,12,Tuesday,Clear,6,1,7,0.2,0
40.31384441857476,-87.44158054364581,11,Thursday,Foggy,0,3,10,0.5,0
10.575739545190235,-81.7270776376568,11,Sunday,Foggy,3,1,16,0.2,0
14.64290562027665,-102.10557346371553,7,Tuesday,Clear,3,4,17,0.5,0
11.84010568087011,-79.9326428019144,7,Wednesday,Stormy,1,3,19,0.5,0
11.629152092758805,-102.56047057339896,12,Monday,Stormy,2,4,14,0.5,0
